,How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of  mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If maybe, what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,Which of the following best describes your work position?,Do you work remotely?,age_range
205,4,0,3,1,2,2,1,4,0,2,0,0,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,1,1,3,1,1,1,1,1,107,77,0,95,0,1,1,5,1,205,2,1
206,3,0,0,2,3,0,0,4,1,2,2,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,1,2,3,2,1,2,1,3,3,5,1,1,2,0,1,107,77,0,95,1,4,2,11,1,18,0,1
207,2,0,0,2,2,2,0,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,1,0,3,1,2,3,3,1,1,1,1,1,5,1,1,1,2,2,17,77,1,25,1,4,2,11,1,46,0,1
208,4,0,2,2,2,2,0,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,4,0,1,2,3,3,1,2,0,0,3,4,1,1,2,2,2,83,77,1,68,1,3,2,25,1,249,0,2
209,1,0,4,0,2,3,0,4,0,2,0,0,2,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,2,2,1,0,0,0,1,0,1,1,1,1,1,107,77,0,95,0,1,1,18,1,30,0,2
210,3,0,2,2,2,2,0,1,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,3,0,2,1,4,2,1,2,3,3,1,1,1,3,0,4,1,1,1,1,1,107,77,0,95,0,1,1,9,1,162,2,1
211,1,0,4,3,0,0,2,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,4,0,3,2,0,2,1,2,3,3,1,0,0,1,1,0,1,1,2,2,1,107,77,1,68,1,3,4,23,1,205,0,2
212,0,0,4,2,2,2,0,4,1,2,2,2,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,4,1,2,3,3,3,0,1,4,2,4,2,0,2,2,2,45,77,1,2,1,3,4,11,0,211,2,1
213,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,3,0,2,2,3,2,1,0,1,3,1,3,1,1,1,0,0,107,77,0,95,1,2,2,17,1,249,2,2
214,3,0,0,2,2,2,0,1,1,0,1,0,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,1,1,0,0,1,2,0,4,1,1,1,1,1,1,1,107,77,0,95,0,1,1,11,1,0,2,1
215,4,0,0,2,2,2,0,1,1,0,1,1,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,107,77,0,95,0,1,1,10,1,0,0,1
216,3,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,107,77,0,95,0,1,1,6,1,162,2,1
217,2,0,2,1,2,2,0,4,0,2,0,0,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,0,0,4,1,1,1,1,1,107,77,0,95,0,1,1,6,1,0,2,1
218,3,0,0,0,2,0,0,4,0,2,0,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,1,4,1,1,1,1,1,107,77,0,95,0,1,1,5,1,164,1,1
219,5,0,2,2,2,2,1,4,1,2,1,1,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,1,4,1,4,1,1,1,2,2,83,77,0,95,1,3,4,6,1,0,2,1
220,2,0,4,3,2,2,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,4,2,1,4,2,1,3,4,4,1,2,2,2,2,5,1,1,0,2,2,71,77,1,57,0,0,0,12,1,80,1,2
221,2,0,4,2,2,2,0,0,1,2,0,1,3,0,0,1,0,1,0,1,0,4,1,4,0,4,3,3,3,2,2,3,3,2,0,0,0,0,4,0,0,2,1,1,107,77,0,95,0,1,1,18,1,0,2,2
222,1,0,0,2,2,0,0,4,0,2,0,2,2,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,3,2,2,3,0,1,0,0,1,0,4,1,1,1,1,1,107,77,0,95,0,1,1,16,1,0,1,2
223,4,0,3,1,3,2,2,4,1,0,2,2,0,0,0,1,0,1,0,1,0,4,1,2,0,2,1,2,4,2,1,2,2,2,1,1,4,1,2,1,1,2,2,1,107,77,1,51,1,3,2,7,0,96,2,1
224,1,0,4,3,2,2,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,3,2,1,3,3,2,2,3,3,2,0,1,0,0,4,0,1,0,1,1,107,77,0,95,0,1,1,12,1,3,0,2
225,3,0,4,0,2,0,0,4,1,2,0,0,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,2,3,3,1,1,1,3,3,3,1,1,2,0,1,107,77,0,95,1,0,2,10,0,261,0,1
226,2,0,0,2,2,2,0,4,1,0,1,1,0,1,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,1,2,0,2,0,1,3,3,0,3,2,2,2,1,107,77,1,108,0,1,1,14,1,0,2,2
227,2,0,2,0,2,2,1,4,1,2,0,1,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,3,2,2,2,2,1,0,0,0,1,3,1,1,1,1,1,107,77,0,95,0,1,1,11,1,205,0,1
228,2,0,4,3,2,2,0,1,1,2,2,2,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,1,2,2,1,2,0,3,3,4,1,1,0,2,0,107,27,0,95,0,2,4,11,1,0,2,1
229,1,0,4,3,2,3,0,3,1,0,1,1,0,1,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,4,2,1,2,2,2,47,77,1,35,1,4,4,10,0,162,1,1
230,2,0,0,2,2,3,1,3,1,0,1,1,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,2,0,1,0,2,2,10,77,1,9,1,0,2,6,0,123,2,1
231,5,1,4,3,3,3,2,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,2,2,3,2,2,2,2,0,0,4,3,0,2,2,1,107,77,0,95,1,1,1,8,1,0,1,1
232,3,0,4,0,2,2,2,6,0,2,1,1,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,2,1,2,2,3,1,2,0,1,1,3,1,1,1,1,1,107,77,0,95,0,1,1,7,1,72,2,1
233,3,0,4,3,0,0,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,4,3,2,4,0,2,2,3,3,1,2,0,0,1,5,1,1,2,1,1,107,77,0,95,0,1,1,19,0,162,0,2
234,5,0,4,3,3,3,1,5,1,2,0,1,2,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,1,1,2,2,1,1,1,3,3,4,0,1,2,2,2,10,77,1,9,1,0,4,30,1,162,2,2
235,2,0,4,3,2,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,4,3,2,4,2,1,3,4,4,1,2,2,0,1,5,1,1,2,1,1,107,77,0,95,0,1,1,11,1,30,2,1
236,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,1,4,1,0,1,0,1,0,0,2,2,3,0,2,2,0,0,0,1,0,1,0,1,0,107,72,0,95,0,1,1,15,1,96,2,2
237,1,0,2,2,2,0,0,6,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,3,1,1,2,4,2,0,2,3,3,3,3,1,1,1,1,107,77,0,95,0,1,1,12,1,96,1,2
238,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,1,0,4,0,3,0,1,0,1,2,1,0,0,2,2,2,2,1,0,1,0,3,3,1,1,2,2,0,107,3,1,9,1,4,4,10,1,105,2,1
239,1,0,2,2,2,2,0,6,1,2,0,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,2,0,0,4,1,1,1,1,1,107,77,0,95,0,1,1,12,1,0,2,2
240,1,0,3,0,3,2,0,1,1,0,1,1,3,0,0,1,0,1,0,1,0,4,1,2,3,0,1,0,3,2,1,2,0,1,0,1,3,3,4,1,1,0,0,0,107,60,0,95,1,3,2,15,1,95,1,2
241,4,0,0,2,2,0,0,4,1,2,2,0,2,0,0,1,0,1,0,1,0,4,1,0,1,2,1,2,3,2,2,3,2,1,0,0,0,1,4,1,1,1,2,1,107,77,0,95,1,3,2,9,1,110,2,1
242,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,1,1,2,3,3,0,1,4,1,2,1,0,4,2,2,3,2,2,2,1,3,3,0,0,2,2,2,1,107,77,1,68,1,3,4,16,0,135,0,2
243,3,0,0,0,2,0,0,6,0,2,1,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,1,2,3,1,1,1,0,0,4,1,1,0,1,1,107,77,0,95,0,1,1,8,1,0,0,1
244,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,3,3,2,4,1,0,1,2,1,0,2,1,2,0,0,1,0,0,0,0,3,1,1,1,0,1,107,77,0,95,0,1,1,14,1,206,2,2
245,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,4,3,2,2,3,3,2,0,0,0,0,0,1,1,0,0,0,107,2,1,3,1,4,4,18,0,162,2,2
246,5,0,3,1,3,3,2,6,1,2,0,0,3,0,0,1,0,1,0,1,0,4,1,0,1,2,2,0,3,1,2,2,2,1,0,1,4,1,4,2,1,1,2,2,101,77,1,85,1,4,2,26,1,221,2,2
247,4,0,2,1,2,2,0,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,1,0,4,2,2,2,2,2,1,1,2,0,4,3,1,2,2,2,89,77,1,80,1,4,2,12,0,117,0,2
248,5,1,2,0,2,0,0,3,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,0,1,2,1,2,4,2,1,0,0,1,1,1,3,3,1,1,1,1,0,1,107,77,0,95,0,1,1,17,1,8,1,2
249,3,0,4,3,2,3,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,1,2,3,3,2,2,0,0,0,4,0,1,2,2,2,12,77,1,10,1,2,2,11,1,201,1,1
250,5,0,4,3,3,3,2,5,1,0,1,0,2,0,0,1,0,1,0,1,0,4,1,3,0,3,1,0,4,2,1,3,2,1,0,1,3,3,4,1,1,2,2,2,10,77,1,68,1,3,2,14,0,30,2,2
251,3,0,4,0,2,3,0,0,1,2,1,1,0,1,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,2,1,2,2,3,2,1,4,4,2,2,2,0,2,2,107,77,1,68,1,0,4,26,0,123,0,2
252,2,0,4,3,3,3,0,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,4,2,1,0,3,2,1,2,2,1,1,1,0,1,4,3,1,2,2,2,10,77,1,24,1,3,2,11,0,205,2,1
253,2,0,4,3,3,2,2,1,1,0,0,0,2,1,0,1,0,1,0,1,0,4,1,4,0,2,1,3,4,2,1,2,3,2,0,1,4,4,3,2,1,2,2,2,55,77,1,42,1,3,2,11,1,235,2,1
254,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,4,0,4,2,3,1,1,3,0,2,1,0,3,2,2,3,2,1,1,1,0,1,4,3,2,2,2,2,10,77,1,9,1,4,2,10,1,59,0,1
255,0,1,2,3,3,2,1,4,0,2,2,2,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,1,2,2,1,0,0,3,1,5,1,1,2,1,1,107,77,0,95,0,0,4,17,1,55,2,2
256,2,0,4,3,3,3,2,4,0,2,0,0,3,1,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,2,3,3,2,0,0,0,0,4,2,2,2,2,0,107,4,1,72,1,3,2,9,1,95,1,1
257,2,0,4,0,0,0,0,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,3,3,1,4,3,2,1,3,2,1,1,1,0,0,4,1,1,1,2,2,67,77,1,3,1,4,2,17,1,95,2,2
258,3,0,4,3,2,0,0,1,1,2,0,1,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,2,0,0,2,2,1,0,0,3,0,1,2,0,0,107,44,1,3,1,4,2,18,0,72,2,2
259,2,0,4,0,2,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,4,3,2,3,3,1,2,3,3,1,1,1,1,1,5,1,1,2,2,0,107,48,0,95,1,0,2,10,1,95,2,1
260,2,0,4,3,0,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,3,3,2,3,3,1,2,3,3,2,1,1,1,1,4,0,1,2,2,2,3,77,1,4,1,3,2,6,1,47,2,1
261,2,0,4,2,3,3,2,1,0,2,0,2,2,0,0,1,0,1,0,1,0,4,1,0,1,3,2,0,4,2,1,2,2,2,1,1,3,3,4,3,2,1,1,1,107,77,0,95,0,1,1,15,0,205,2,2
262,5,1,4,3,3,3,2,1,1,0,0,0,3,1,0,1,0,1,0,1,0,4,1,4,0,3,2,0,0,2,2,0,2,2,0,1,3,0,5,3,0,1,1,1,107,77,0,95,1,4,1,18,1,249,2,2
263,5,0,4,3,2,3,0,1,1,2,0,2,0,0,0,1,0,1,0,1,0,4,1,4,0,2,1,0,3,2,2,3,3,2,1,1,0,0,4,2,0,2,2,2,53,77,1,9,1,0,2,21,0,74,2,2
264,1,0,4,3,3,3,0,3,1,0,0,1,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,3,2,2,3,2,1,1,1,3,3,5,0,1,1,0,0,107,33,0,95,0,1,4,13,1,45,0,2
265,2,0,0,2,2,2,0,4,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,0,2,0,1,3,0,4,0,2,1,0,1,107,77,0,95,0,1,1,19,1,1,1,2
266,2,0,4,0,3,0,0,3,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,2,3,2,2,0,1,0,1,4,2,1,2,2,2,52,77,1,35,1,4,2,12,0,95,2,2
267,2,0,4,3,0,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,3,2,2,4,3,2,1,3,3,2,0,0,0,1,4,0,1,2,1,1,107,77,0,95,1,4,2,9,0,162,2,1
268,1,0,2,2,2,2,0,5,1,0,1,1,2,1,0,1,0,1,0,1,0,4,1,3,0,2,2,0,4,2,1,2,2,3,2,1,4,1,3,2,2,2,2,2,5,77,1,49,1,2,2,8,0,162,2,1
269,2,0,4,3,2,3,2,4,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,2,2,2,2,0,1,0,0,3,3,2,1,2,2,1,77,1,3,1,4,2,9,0,95,2,1
270,4,0,0,3,2,2,0,4,0,2,1,0,3,1,0,1,0,1,0,1,0,4,1,3,4,2,1,4,3,1,1,3,3,1,1,0,0,1,3,1,1,2,2,2,83,77,1,68,1,0,2,7,1,96,0,1
271,2,0,4,3,3,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,2,3,3,1,2,2,0,1,5,1,1,2,2,1,107,77,0,95,1,3,2,21,1,260,2,2
272,5,0,4,3,3,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,2,2,3,2,2,0,0,0,1,4,2,0,1,2,2,87,77,1,72,1,4,2,23,1,30,2,2
273,2,0,4,0,0,3,0,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,0,1,1,1,0,1,0,1,1,0,1,1,107,77,0,95,0,1,1,17,1,95,1,2
274,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,2,1,2,3,2,4,1,2,1,2,1,0,3,2,2,2,3,1,0,1,3,3,5,0,2,2,0,0,107,88,0,95,0,4,4,25,1,110,1,2
275,3,0,4,3,2,2,0,5,1,0,0,0,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,1,0,0,4,0,1,0,0,2,83,77,1,68,1,4,2,5,1,0,1,1
276,1,1,0,0,2,3,0,5,1,3,1,0,2,1,0,1,0,1,0,1,0,4,1,4,4,4,3,4,0,1,1,4,2,1,2,0,3,3,2,0,0,0,0,0,107,2,0,95,1,1,4,25,1,232,1,2
277,5,0,4,0,0,0,0,1,0,2,2,1,0,0,0,1,0,1,0,1,0,4,1,3,4,3,2,0,3,1,2,3,3,1,0,0,1,1,4,1,1,1,1,2,83,77,1,68,1,0,4,12,1,30,0,2
278,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,4,3,4,4,3,1,1,2,3,2,1,0,3,1,1,3,3,2,2,1,4,4,5,2,2,2,2,0,107,68,0,95,1,4,2,30,1,127,2,2
279,2,0,4,2,3,0,2,5,1,0,0,1,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,0,1,0,0,0,0,4,0,1,2,1,1,107,77,0,95,0,1,1,8,0,8,2,1
280,5,0,4,0,0,3,0,4,0,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,2,3,1,2,3,3,1,0,1,3,0,2,3,1,2,0,1,107,77,0,95,1,1,4,8,1,208,0,1
281,1,0,4,3,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,107,77,1,72,1,1,1,9,1,222,2,1
282,4,0,4,3,2,2,0,5,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,2,4,2,1,0,4,1,2,2,3,2,1,1,4,3,4,1,1,2,2,0,107,63,1,68,1,3,4,1,0,8,1,0
283,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,3,3,0,4,1,4,1,2,1,0,0,1,2,3,0,1,0,0,0,0,4,1,1,2,1,1,107,77,0,95,0,1,1,22,1,10,0,2
284,1,1,2,1,2,3,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,1,2,3,2,2,1,1,0,0,3,2,1,0,2,2,10,77,1,9,1,4,1,19,1,0,2,2
285,1,0,0,2,2,0,0,3,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,1,2,3,2,1,1,0,3,3,0,1,2,2,2,102,77,0,95,0,4,4,10,1,162,1,1
286,1,0,4,2,2,2,0,6,1,2,0,0,2,1,0,1,0,1,0,1,0,4,1,4,4,2,2,4,3,1,2,3,3,2,2,1,4,0,4,2,2,2,2,2,47,77,1,35,1,4,2,25,0,205,0,2
287,3,0,0,0,2,3,0,1,0,2,1,2,3,0,0,1,0,1,0,1,0,4,1,0,1,0,3,0,2,1,1,4,0,1,2,2,0,0,4,1,1,0,1,1,107,77,0,95,0,1,1,12,1,0,2,2
288,4,0,2,2,2,2,1,3,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,3,2,1,2,2,2,1,1,3,3,4,3,2,2,2,2,87,77,1,72,1,3,2,35,1,0,2,2
289,3,0,0,2,2,2,0,4,0,2,1,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,2,1,1,0,0,1,0,0,0,0,0,1,1,2,1,1,107,77,0,95,0,1,1,14,1,0,2,2
290,4,0,2,2,2,2,1,0,1,0,1,1,2,1,0,1,0,1,0,1,0,4,1,0,1,4,1,0,2,1,3,4,4,1,0,0,3,0,1,3,2,1,1,1,107,77,0,95,0,1,1,10,1,0,1,1
291,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,1,2,2,1,2,1,0,1,1,0,0,0,2,0,107,70,1,68,1,3,4,7,2,46,2,1
292,2,0,0,2,3,0,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,0,0,4,1,1,2,0,0,107,1,0,95,0,3,4,7,1,0,1,1
293,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,1,2,3,3,2,1,2,1,2,1,0,4,2,1,2,2,2,1,1,3,3,3,3,0,0,0,2,107,77,0,95,1,1,1,15,1,126,2,2
294,1,0,0,2,2,2,0,0,1,3,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,4,3,1,2,0,1,1,1,3,3,4,1,1,2,2,0,107,2,1,3,1,0,0,19,0,0,2,2
295,1,0,2,2,2,2,0,6,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,2,1,0,1,1,1,4,1,1,2,2,2,10,77,1,68,1,4,2,11,1,0,2,1
296,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,2,1,2,0,3,1,1,2,1,2,1,2,4,1,2,2,2,2,0,1,3,3,2,3,2,2,2,2,83,77,1,68,1,4,2,15,1,108,2,2
297,5,0,4,0,2,2,2,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,3,0,3,3,4,3,2,2,3,3,2,0,0,0,0,5,2,2,2,2,2,23,77,1,16,1,3,4,28,0,249,2,2
298,1,1,4,0,3,3,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,0,2,1,2,4,3,2,3,2,3,2,2,0,1,5,2,1,2,0,1,107,77,1,95,1,1,1,14,0,0,2,2
299,5,1,0,1,2,2,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,0,2,1,1,0,0,0,3,1,1,1,1,107,77,0,95,0,1,1,3,1,95,2,1
300,4,0,3,1,2,2,1,3,0,2,1,2,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,2,2,1,0,0,0,1,1,0,0,0,2,0,107,14,0,95,1,1,1,9,2,95,1,1
301,3,0,4,3,3,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,3,2,0,2,2,0,0,3,0,5,2,2,2,2,2,10,77,1,9,1,4,2,12,1,249,0,2
302,5,1,3,1,2,2,0,4,1,2,2,2,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,2,0,3,0,0,1,2,4,3,1,2,2,2,102,77,1,68,1,4,4,5,1,8,2,1
303,0,1,2,0,2,2,0,5,1,0,0,0,2,1,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,3,3,0,3,2,1,0,1,107,77,1,68,0,4,4,37,1,45,2,2
304,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,1,2,3,3,2,1,2,4,2,1,0,4,1,1,2,2,2,0,1,3,1,5,3,2,2,2,2,32,77,1,23,1,2,2,38,0,0,0,2
305,1,0,0,0,2,0,2,0,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,0,1,0,0,0,0,1,0,1,1,1,1,107,77,0,95,0,1,1,20,1,0,0,2
306,0,0,2,2,0,2,0,3,1,2,0,0,3,0,0,1,0,1,0,1,0,4,1,3,1,2,1,4,3,1,2,3,3,2,0,0,3,1,3,1,1,2,2,1,107,77,1,3,1,4,2,2,1,57,1,1
307,3,0,0,2,2,0,0,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,2,3,2,1,0,3,2,2,3,0,1,1,1,3,0,5,0,1,1,1,1,107,77,0,95,0,1,1,12,0,30,2,2
308,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,2,0,4,0,3,2,1,4,4,2,1,4,4,2,2,3,2,2,0,1,3,3,0,3,0,1,2,2,12,77,1,10,1,2,2,43,1,51,0,2
309,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,4,0,4,4,3,2,1,2,1,2,1,0,3,2,2,3,3,2,2,0,4,0,4,3,1,2,2,2,10,77,1,41,1,2,2,27,1,16,0,2
310,4,0,0,2,2,3,0,1,1,2,1,0,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,0,1,2,3,3,2,1,1,3,3,4,0,1,2,2,2,10,77,1,9,1,3,2,13,0,0,1,2
311,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,1,0,4,0,3,0,1,2,3,2,1,0,3,2,2,3,2,3,0,0,4,0,5,2,1,2,2,2,83,77,1,68,1,4,4,16,1,151,2,2
312,1,0,4,0,3,2,0,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,4,4,4,2,3,4,2,3,4,4,1,1,1,0,0,4,1,1,1,1,1,107,77,0,95,0,1,1,15,1,205,2,2
313,4,0,3,1,2,2,0,1,1,0,0,0,3,0,0,1,0,1,0,1,0,4,1,4,1,2,1,2,4,3,1,2,2,1,0,1,0,1,2,1,1,2,2,2,83,77,1,68,1,0,3,16,1,210,0,2
