,index,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,title
565,821,5.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0,5.0,3.0,5,4.0,3.0,3.0,4.0,3,2,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,4,3.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,1,4.0,2,1,2,3.0,3.0,5.0,4.0,1.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,5.0,1,1.0,3.0,3.0,4.0,3.0,5,4.0,17.0,185.0,99.0,1.0,1,2,4,2,0,2,821D
566,822,5.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4,1.0,1.0,1.0,4.0,4,1,1.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,1,3.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0,3,2.0,3,3,2,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,1,4.0,3.0,3.0,5.0,3.0,1,2.0,19.0,175.0,60.0,1.0,2,2,4,2,0,1,822p
567,823,5.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2,3.0,4.0,5.0,2.0,4,2,3.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,4.0,1.0,4.0,4,1.0,2.0,4.0,5.0,5.0,5.0,3.0,1.0,3,2.0,1,1,1,1.0,3.0,3.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,1,2.0,4.0,5.0,1.0,5.0,1,3.0,21.0,188.0,81.0,0.0,1,2,4,1,0,1,823G
568,824,5.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,1,1.0,5.0,1.0,2.0,4,0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,5.0,2.0,5.0,2.0,3.0,1,3.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,3,1.0,3,2,2,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,3,4.0,1.0,1.0,3.0,3.0,3,3.0,29.0,170.0,58.0,1.0,2,2,2,2,0,2,824V
569,825,4.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,1,1.0,4.0,3.0,3.0,1,1,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,1,1.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,3,2.0,3,2,3,2.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,1,2.0,2.0,3.0,4.0,4.0,2,4.0,21.0,170.0,55.0,1.0,2,1,2,2,0,1,825a
570,826,5.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3,4.0,1.0,4.0,2.0,1,1,3.0,1.0,3.0,5.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,1,2.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,2,1.0,2,1,3,4.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,1,1.0,4.0,2.0,3.0,2.0,1,4.0,20.0,158.0,55.0,1.0,2,2,4,2,2,2,826b
571,827,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2,2.0,2.0,4.0,2.0,1,1,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,5.0,1,2.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,3,2.0,4,2,1,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1,1.0,3.0,2.0,4.0,4.0,1,5.0,20.0,168.0,55.0,1.0,2,2,4,2,0,1,827A
572,829,5.0,3.0,1.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1,1.0,1.0,1.0,1.0,1,0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,1,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3,3.0,3,2,1,4.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,1,3.0,2.0,3.0,1.0,2.0,4,5.0,20.0,162.0,50.0,0.0,2,2,2,1,0,1,829P
573,833,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5,2.0,2.0,2.0,1.0,4,0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,2.0,2,1.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,3,2.0,3,1,3,3.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,2.0,1,4.0,4.0,1.0,5.0,5.0,5,5.0,19.0,193.0,77.0,1.0,1,2,4,1,0,1,833E
574,834,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,3,2.0,3.0,2.0,4.0,1,0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,3.0,2,3.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,4,3.0,4,2,3,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,2,2.0,3.0,4.0,4.0,2.0,2,3.0,21.0,179.0,76.0,1.0,1,2,4,2,0,1,834v
575,835,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2,1.0,4.0,3.0,1.0,3,0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,3,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,3,2.0,4,1,3,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,5.0,4.0,3.0,3.0,1,3.0,2.0,3.0,3.0,3.0,5,4.0,19.0,190.0,76.0,0.0,1,2,4,1,0,1,835n
576,836,5.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1,1.0,4.0,1.0,3.0,1,0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,5,3.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,4,1.0,5,3,2,5.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,2.0,1.0,1,1.0,5.0,5.0,5.0,5.0,5,2.0,19.0,187.0,88.0,0.0,1,2,4,1,0,1,836C
577,838,5.0,5.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,5.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,5.0,4,3.0,2.0,3.0,3.0,2,0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,3,4.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,4,2.0,5,3,3,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,1,3.0,4.0,4.0,4.0,4.0,4,4.0,21.0,170.0,58.0,0.0,2,2,2,1,0,1,838Q
578,839,4.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,1.0,2.0,2,2.0,5.0,4.0,2.0,4,1,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3,2.0,4,1,3,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,1,2.0,4.0,3.0,4.0,4.0,3,5.0,23.0,163.0,68.0,1.0,2,2,6,2,0,1,839e
579,840,5.0,4.0,2.0,3.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4,2.0,4.0,5.0,3.0,2,0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,2.0,4.0,4,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,4,3.0,3,1,1,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,3,4.0,4.0,4.0,2.0,3.0,2,3.0,24.0,169.0,53.0,1.0,2,2,2,2,0,2,840c
580,844,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,3.0,1.0,2,2,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,1,5.0,5.0,3.0,2.0,3.0,5.0,3.0,5.0,3,4.0,4,1,3,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,4.0,2.0,1,2.0,4.0,5.0,4.0,4.0,4,5.0,30.0,184.0,78.0,2.0,1,2,6,2,0,1,844d
581,846,5.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0,5,5.0,4.0,5.0,3.0,4,0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,4,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3,2.0,2,2,1,2.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,1,4.0,4.0,3.0,4.0,4.0,4,4.0,23.0,171.0,54.0,4.0,2,2,4,2,0,1,846u
582,848,5.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2,1,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,1,2.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,4,1.0,5,3,2,5.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,2.0,1,3.0,4.0,5.0,5.0,5.0,5,5.0,19.0,184.0,60.0,4.0,1,2,2,2,0,1,848o
583,850,4.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,3.0,4.0,1.0,5.0,3.0,4.0,1.0,2.0,5.0,1,1.0,3.0,2.0,4.0,1,0,4.0,2.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,2,4.0,5.0,5.0,2.0,4.0,5.0,3.0,3.0,4,1.0,2,2,3,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,1,5.0,5.0,5.0,2.0,3.0,3,5.0,17.0,175.0,68.0,0.0,2,2,4,1,0,1,850G
584,852,5.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,1,0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,5.0,1.0,5.0,3,2.0,5.0,5.0,1.0,5.0,2.0,2.0,4.0,4,3.0,4,2,1,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,1,4.0,4.0,5.0,4.0,4.0,4,3.0,19.0,175.0,75.0,2.0,1,2,4,2,2,2,852G
585,854,5.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,5,3.0,4.0,2.0,1.0,1,1,3.0,5.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,5.0,4,1.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,4,2.0,5,3,3,3.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,1,2.0,5.0,4.0,5.0,4.0,3,3.0,27.0,180.0,75.0,0.0,1,0,2,1,0,1,854D
586,855,5.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4,1.0,2.0,3.0,5.0,4,0,3.0,2.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,2,3.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,3,1.0,2,1,3,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,1,3.0,1.0,4.0,4.0,4.0,5,4.0,19.0,180.0,90.0,1.0,1,2,2,2,0,2,855S
